file,selector,type,key_hint,text;;;;;
.\home\index.html,html > body > section.faq-carousel-section:nth-of-type(1) > div.faq-carousel-wrapper:nth-of-type(2) > div#faq-carousel-box > div#faq-servizi > button#faq_20,attr:data-i18n,faq_20,faq_20;;;;;
.\home\index.html,html > body > section.faq-carousel-section:nth-of-type(1) > div.faq-carousel-wrapper:nth-of-type(2) > div#faq-carousel-box > div#faq-servizi > button#faq_21,attr:data-i18n,faq_21,faq_21;;;;;
.\home\index.html,html > body > section.faq-carousel-section:nth-of-type(1) > div.faq-carousel-wrapper:nth-of-type(2) > div#faq-carousel-box > div#faq-servizi > button#faq_22,attr:data-i18n,faq_22,faq_22;;;;;
.\home\index.html,html > body > section.faq-carousel-section:nth-of-type(1) > div.faq-carousel-wrapper:nth-of-type(2) > div#faq-carousel-box > div#faq-servizi > button#faq_23,attr:data-i18n,faq_23,faq_23;;;;;
.\home\index.html,html > body > section.faq-carousel-section:nth-of-type(1) > div.faq-carousel-wrapper:nth-of-type(2) > div#faq-carousel-box > div#faq-servizi > button#faq_24,attr:data-i18n,faq_24,faq_24;;;;;
.\home\index.html,html > body > section.faq-carousel-section:nth-of-type(1) > div.faq-carousel-wrapper:nth-of-type(2) > div#faq-carousel-box > div#faq-servizi > button#faq_25,attr:data-i18n,faq_25,faq_25;;;;;
.\home\index.html,html > body > section.faq-carousel-section:nth-of-type(1) > div.faq-carousel-wrapper:nth-of-type(2) > div#faq-carousel-box > div#faq-servizi > button.faq-btn:nth-of-type(7),attr:data-i18n,faq_26,faq_26;;;;;
.\home\index.html,html > body > div#welcomePopup > div.popup-box > h2#popup_welcome,attr:data-i18n,welcome_title,welcome_title;;;;;
.\home\index.html,html > body > div#welcomePopup > div.popup-box > p#popup_text_1,attr:data-i18n,welcome_text_1,welcome_text_1;;;;;
.\home\index.html,html > body > div#welcomePopup > div.popup-box > p#popup_text_2,attr:data-i18n,welcome_text_2,welcome_text_2;;;;;
.\home\index.html,html > body > div#welcomePopup > div.popup-box > p#popup_text_3,attr:data-i18n,welcome_text_3,welcome_text_3;;;;;
.\home\index.html,html > body > div#welcomePopup > div.popup-box > button#popup_button,attr:data-i18n,welcome_button,welcome_button;;;;;
.\home\index.html,html > body > section.chatbot-container:nth-of-type(2) > div#chatWindow > div.chat-header:nth-of-type(1) > h2#chat_titolo,attr:data-i18n,chat_title,chat_title;;;;;
.\home\index.html,html > body > section.chatbot-container:nth-of-type(2) > div#chatWindow > div.chat-body:nth-of-type(2) > p#welcomeMessage,attr:data-i18n,chat_welcome,chat_welcome;;;;;
.\home\index.html,html > body > section.chatbot-container:nth-of-type(2) > div#chatWindow > div.chat-input:nth-of-type(3) > input#userInput,attr:placeholder,,Escribe tu mensaje...;;;;;
.\home\index.html,html > body > section.chatbot-container:nth-of-type(2) > div#chatWindow > div.chat-input:nth-of-type(3) > button#boton_enviar,attr:data-i18n,chat_send,chat_send;;;;;
.\home\index.html,html > body > div.satisfaction-box:nth-of-type(3) > p#rating_pregunta,attr:data-i18n,feedback_question,feedback_question;;;;;
.\menus\index.html,,innerText,,html;;;;;
.\menus\index.html,html > head > title,innerText,,Menus;;;;;
.\menus\index.html,html > head,innerText,,Font Awesome: DEVE stare in ogni pagina (o in un layout comune);;;;;
.\menus\index.html,html > head,innerText,,Stili/JS condivisi;;;;;
.\menus\index.html,html > head,innerText,,Stili/JS specifici della pagina;;;;;
.\menus\index.html,html > body > section > div#menuContainer,innerText,,🔹 Griglia categorie;;;;;
.\menus\index.html,html > body > section > div#menuContainer,innerText,,🔹 Filtri allergeni a icone;;;;;
.\menus\index.html,html > body > section > div#menuContainer,innerText,,🔹 Contenuto dei menu renderizzato;;;;;
.\menus\index.html,html > body > section > div#menuContainer,innerText,,(Legacy) elementi usati dal tuo JS originale: li lasciamo per compatibilità;;;;;
.\menus\index.html,html > body > section > div#menuContainer > div.menu-nav:nth-of-type(7) > button#prevBtn,innerText,,←;;;;;
.\menus\index.html,html > body > section > div#menuContainer > div.menu-nav:nth-of-type(7) > button#nextBtn,innerText,,→;;;;;
.\menus\index.html,html > body > section > div#menuContainer > div.note:nth-of-type(8),innerText,,Precios IVA incluido · Ambiente familiar y casero;;;;;
.\menus\index.html,html > body,innerText,,Footer Ristorante;;;;;
.\menus\index.html,html > body,innerText,,espone window.menus + MenuUI;;;;;
.\menus\index.html,html > body,innerText,,Boot: griglia + icone + primo render;;;;;
.\menus\index.html,html > body > noscript,innerText,,Per favore abilita JavaScript per visualizzare il menu.;;;;;
.\menus\index.html,html > body > section > div#menuContainer > div.logo:nth-of-type(1) > img,attr:alt,,Logo La Casita;;;;;
.\menus\index.html,html > body > section > div#menuContainer > div#menu-grid,attr:aria-label,,Selezione rapida categorie;;;;;
.\menus\index.html,html > body > section > div#menuContainer > div#allergen-icons,attr:aria-label,,Filtri allergeni;;;;;
.\menus\index.html,html > body > section > div#menuContainer > div.menu-nav:nth-of-type(7) > button#prevBtn,attr:title,,Menú anterior;;;;;
.\menus\index.html,html > body > section > div#menuContainer > div.menu-nav:nth-of-type(7) > button#nextBtn,attr:title,,Menú siguiente;;;;;
.\menus\index.html,html > body > section > div#menuContainer > div.note:nth-of-type(8),attr:data-i18n,menu_note,menu_note;;;;;
.\restaurant\index.html,,innerText,,html;;;;;
.\restaurant\index.html,html > head > title,innerText,,Restaurant;;;;;
.\restaurant\index.html,html > head,innerText,,Font Awesome: DEVE stare in ogni pagina (o in un layout comune);;;;;
.\restaurant\index.html,html > head,innerText,,Stili/JS condivisi;;;;;
.\restaurant\index.html,html > head,innerText,,Stili/JS specifici della pagina;;;;;
.\restaurant\index.html,html > body,innerText,,BANNER CON IMMAGINE DELLA TERRAZZA;;;;;
.\restaurant\index.html,html > body,innerText,,PARAGRAFO CENTRALE DESCRITTIVO;;;;;
.\restaurant\index.html,html > body > section.intro-section:nth-of-type(2) > h1,innerText,,Nuestro Restaurante;;;;;
".\restaurant\index.html,html > body > section.intro-section:nth-of-type(2) > p,innerText,,""Bienvenidos a La Casita del Nazareno, un lugar donde cada detalle te invita a frenar, saborear y sentirte en casa. Nuestro restaurante nace de una idea sencilla pero profunda: unir la riqueza de la cocina española con la delicadeza y profundidad de la tradición asiática, creando un abrazo culinario que cuenta historias de sabores, culturas y personas.""";;;;;
".\restaurant\index.html,html > body > section.intro-section:nth-of-type(2) > p,innerText,,""Ofrecemos una cocina fusión auténtica, donde el respeto por el ingrediente se encuentra con la creatividad de un equipo joven y dinámico. Aquí no encontrarás platos transformados por la moda, sino reinterpretaciones sinceras que celebran la esencia de cada receta. Un ramen hecho con paciencia y caldo real, tapas inspiradas en las calles de Bangkok, baos que abrazan al jamón ibérico. Cada plato es un punto de encuentro entre mundos, unidos por la pasión y la intención.""";;;;;
".\restaurant\index.html,html > body > section.intro-section:nth-of-type(2) > p,innerText,,""Pero La Casita no es solo un restaurante. Es un hogar. Y como todo hogar de verdad, tiene un alma hecha de objetos, historias y memoria. Al pasear por su interior notarás que nada es casual. Las alacenas de madera maciza, las máquinas de coser Singer antiguas, las planchas de carbón, los cuadros vintage, el gramófono... cada pieza es original, elegida con cariño, y cuenta un tiempo donde el detalle valía más que la prisa. Es un homenaje a la lentitud, a la belleza vivida, a la nostalgia que acaricia sin doler.""";;;;;
".\restaurant\index.html,html > body > section.intro-section:nth-of-type(2) > p,innerText,,""Y luego está la terraza. Aislada del ruido, escondida entre tejados, iluminada con luces cálidas y perfumada con hierbas aromáticas. Una burbuja de paz, donde el tiempo se dilata y el mundo exterior se apaga. Ya sea un almuerzo al sol o una cena al atardecer, la terraza de La Casita regala una atmósfera íntima y única, hecha de charlas sinceras, brindis espontáneos y silencios cómodos.""";;;;;
".\restaurant\index.html,html > body > section.intro-section:nth-of-type(2) > p,innerText,,""Nuestra ubicación es otro pequeño secreto. A unos pasos de todo, pero protegida del caos urbano, como si la ciudad nos hubiera olvidado a propósito para dejarnos respirar. Aquí se viene a desconectar, pero también a reconectar. Ya sea una pausa rápida o una noche para recordar, La Casita te recibe sin preguntar, y te despide con gratitud.""";;;;;
".\restaurant\index.html,html > body > section.intro-section:nth-of-type(2) > p,innerText,,""Somos jóvenes, sí. Pero creemos en la vieja idea de hospitalidad, esa que se mide con la mirada, con la atención y con el aroma de un plato que sabe a casa. En un mundo cada vez más artificial, elegimos la sinceridad. Y si después de visitarnos te sientes un poco menos solo, un poco más lleno y un poco más feliz, entonces habremos hecho bien nuestro trabajo.""";;;;;
.\restaurant\index.html,html > body > section.intro-section:nth-of-type(2) > p,innerText,,Bienvenido a casa.;;;;;
.\restaurant\index.html,html > body > section.intro-section:nth-of-type(2) > p,innerText,,Bienvenido a La Casita del Nazareno.;;;;;
.\restaurant\index.html,html > body,innerText,,MAPPA E RECENSIONI;;;;;
.\restaurant\index.html,html > body > section.info-section:nth-of-type(3) > div.review-btn-container:nth-of-type(2) > a.review-button,innerText,,📝 Dejanos una reseña Google;;;;;
.\restaurant\index.html,html > body > section.promo-gallery:nth-of-type(4) > h2,innerText,,Nuestras Promociones;;;;;
".\restaurant\index.html,html > body > section.promo-gallery:nth-of-type(4) > div.promo-grid,innerText,,""PROMO 1: CUBO DE CERVEZA <div class=""""promo-card""""> <img src=""""static/img/galleries/Promos/promocubo.png"""" alt=""""Cubo de Cerveza""""> <div class=""""promo-content""""> <h3 data-i18n=""""promo_cubo_titolo"""">Cubo de Cerveza</h3> <p data-i18n=""""promo_cubo_desc""""> 5 cervezas frías en un cubo con hielo + 1/2 ración de nachos.<br> Ideal para compartir con amigos en la terraza. ¡Refrescante y a buen precio! </p> <span class=""""promo-price"""">20,00€</span> </div> </div> Altre promo simili: cocktail special, gift voucher... <div class=""""promo-card""""> <img src=""""static/img/galleries/Promos/promotardeo.png"""" alt=""""Promo Tardeo""""> <div class=""""promo-content""""> <h3 data-i18n=""""promo_tardeo_titolo"""">Promo Tardeo</h3> <p data-i18n=""""promo_tardeo_desc""""> 2 cócteles + 1/2 ración de nachos.<br> Perfecto para disfrutar de una tarde con amigos. </p> <span class=""""promo-price"""">18,00€</span> </div> </div>""";;;;;
.\restaurant\index.html,html > body,innerText,,Footer Ristorante;;;;;
.\restaurant\index.html,html > body > section.banner:nth-of-type(1) > img.banner-img,attr:alt,,La Casita - Terrazza;;;;;
.\restaurant\index.html,html > body > section.intro-section:nth-of-type(2) > h1,attr:data-i18n,our_restaurant,our_restaurant;;;;;
.\restaurant\index.html,html > body > section.intro-section:nth-of-type(2) > p,attr:data-i18n,restaurant_description,restaurant_description;;;;;
.\restaurant\index.html,html > body > section.info-section:nth-of-type(3) > div.review-btn-container:nth-of-type(2) > a.review-button,attr:data-i18n,write_review,write_review;;;;;
.\restaurant\index.html,html > body > section.promo-gallery:nth-of-type(4) > h2,attr:data-i18n,promo_titolo,promo_titolo;;;;;
.\templates\analytics.html,,innerText,,html;;;;;
.\templates\analytics.html,html > head > title,innerText,,Analytics - Menuria;;;;;
.\templates\analytics.html,html > body > h1,innerText,,📊 Panel de Analytics - Menuria;;;;;
.\templates\analytics.html,html > body > div.analytics-box > div.section:nth-of-type(1) > h2,innerText,,👁️ Total Visitantes;;;;;
.\templates\analytics.html,html > body > div.analytics-box > div.section:nth-of-type(1) > p,innerText,,{{ visitors }} personas han visitado la página.;;;;;
.\templates\analytics.html,html > body > div.analytics-box > div.section:nth-of-type(2) > h2,innerText,,😊 Valoraciones;;;;;
.\templates\analytics.html,html > body > div.analytics-box > div.section:nth-of-type(2) > p > span.emoji:nth-of-type(1),innerText,,😊;;;;;
.\templates\analytics.html,html > body > div.analytics-box > div.section:nth-of-type(2) > p,innerText,,Felices: {{ ratings['happy'] }};;;;;
.\templates\analytics.html,html > body > div.analytics-box > div.section:nth-of-type(2) > p > span.emoji:nth-of-type(2),innerText,,😐;;;;;
.\templates\analytics.html,html > body > div.analytics-box > div.section:nth-of-type(2) > p,innerText,,Neutras: {{ ratings['neutral'] }};;;;;
.\templates\analytics.html,html > body > div.analytics-box > div.section:nth-of-type(2) > p > span.emoji:nth-of-type(3),innerText,,😞;;;;;
.\templates\analytics.html,html > body > div.analytics-box > div.section:nth-of-type(2) > p,innerText,,Tristes: {{ ratings['sad'] }};;;;;
.\templates\analytics.html,html > body > div.analytics-box > div.section:nth-of-type(3) > h2,innerText,,📝 Comentarios Recibidos;;;;;
.\templates\analytics.html,html > body > div.analytics-box > div.section:nth-of-type(3),innerText,,{% if feedback %};;;;;
.\templates\analytics.html,html > body > div.analytics-box > div.section:nth-of-type(3) > ul,innerText,,{% for item in feedback %};;;;;
.\templates\analytics.html,html > body > div.analytics-box > div.section:nth-of-type(3) > ul > li > strong,innerText,,{{ item.rating }}:;;;;;
.\templates\analytics.html,html > body > div.analytics-box > div.section:nth-of-type(3) > ul > li,innerText,,{{ item.message }};;;;;
.\templates\analytics.html,html > body > div.analytics-box > div.section:nth-of-type(3) > ul,innerText,,{% endfor %};;;;;
.\templates\analytics.html,html > body > div.analytics-box > div.section:nth-of-type(3),innerText,,{% else %};;;;;
.\templates\analytics.html,html > body > div.analytics-box > div.section:nth-of-type(3) > p,innerText,,No hay comentarios todavía.;;;;;
.\templates\analytics.html,html > body > div.analytics-box > div.section:nth-of-type(3),innerText,,{% endif %};;;;;
.\templates\footer.html,footer.site-footer1:nth-of-type(1) > div.ft-wrap > div.ft-left:nth-of-type(1) > p,innerText,,©;;;;;
.\templates\footer.html,footer.site-footer1:nth-of-type(1) > div.ft-wrap > div.ft-left:nth-of-type(1) > p,innerText,,La Casita de Nazareno · All rights reserved;;;;;
.\templates\footer.html,footer.site-footer2:nth-of-type(2) > div.ft-wrap > div.ft-left:nth-of-type(1) > p,innerText,,© Menuria Solutions S.L. · All rights reserved;;;;;
.\templates\footer.html,footer.site-footer1:nth-of-type(1),attr:aria-label,,Restaurant footer;;;;;
.\templates\footer.html,footer.site-footer1:nth-of-type(1) > div.ft-wrap > div.ft-right.social-icons:nth-of-type(2) > a:nth-of-type(1),attr:aria-label,,Instagram;;;;;
.\templates\footer.html,footer.site-footer1:nth-of-type(1) > div.ft-wrap > div.ft-right.social-icons:nth-of-type(2) > a:nth-of-type(2),attr:aria-label,,TikTok;;;;;
.\templates\footer.html,footer.site-footer1:nth-of-type(1) > div.ft-wrap > div.ft-right.social-icons:nth-of-type(2) > a:nth-of-type(3),attr:aria-label,,Facebook;;;;;
.\templates\footer.html,footer.site-footer1:nth-of-type(1) > div.ft-wrap > div.ft-right.social-icons:nth-of-type(2) > a:nth-of-type(4),attr:aria-label,,X;;;;;
.\templates\footer.html,footer.site-footer2:nth-of-type(2),attr:aria-label,,Menuria footer;;;;;
.\templates\footer.html,footer.site-footer2:nth-of-type(2) > div.ft-wrap > div.ft-right.social-icons:nth-of-type(2) > a:nth-of-type(1),attr:aria-label,,LinkedIn;;;;;
.\templates\footer.html,footer.site-footer2:nth-of-type(2) > div.ft-wrap > div.ft-right.social-icons:nth-of-type(2) > a:nth-of-type(2),attr:aria-label,,YouTube;;;;;
.\templates\footer.html,footer.site-footer2:nth-of-type(2) > div.ft-wrap > div.ft-right.social-icons:nth-of-type(2) > a:nth-of-type(3),attr:aria-label,,Instagram;;;;;
.\templates\footer.html,footer.site-footer2:nth-of-type(2) > div.ft-wrap > div.ft-right.social-icons:nth-of-type(2) > a:nth-of-type(4),attr:aria-label,,Facebook;;;;;
.\templates\header.html,nav.site-header > div.hdr-left:nth-of-type(1) > div#mainMenu > button.dropbtn,innerText,,☰ Menu;;;;;
.\templates\header.html,nav.site-header > div.hdr-left:nth-of-type(1) > div#mainMenu > div.dropdown-content,innerText,,Pagine;;;;;
.\templates\header.html,nav.site-header > div.hdr-left:nth-of-type(1) > div#mainMenu > div.dropdown-content > a:nth-of-type(1),innerText,,🏠 Home;;;;;
.\templates\header.html,nav.site-header > div.hdr-left:nth-of-type(1) > div#mainMenu > div.dropdown-content > a:nth-of-type(2),innerText,,🍴 Restaurant;;;;;
.\templates\header.html,nav.site-header > div.hdr-left:nth-of-type(1) > div#mainMenu > div.dropdown-content > a:nth-of-type(3),innerText,,📜 Menus;;;;;
.\templates\header.html,nav.site-header > div.hdr-left:nth-of-type(1) > div#mainMenu > div.dropdown-content > a:nth-of-type(4),innerText,,📸 Gallery;;;;;
.\templates\header.html,nav.site-header > div.hdr-left:nth-of-type(1) > div#mainMenu > div.dropdown-content,innerText,,Impostazioni -> Idiomas;;;;;
.\templates\header.html,nav.site-header > div.hdr-left:nth-of-type(1) > div#mainMenu > div.dropdown-content > div.submenu:nth-of-type(2) > button#langMenuBtn,innerText,,🌐;;;;;
.\templates\header.html,nav.site-header > div.hdr-left:nth-of-type(1) > div#mainMenu > div.dropdown-content > div.submenu:nth-of-type(2) > button#langMenuBtn > span,innerText,,Idiomas;;;;;
.\templates\header.html,nav.site-header > div.hdr-left:nth-of-type(1) > div#mainMenu > div.dropdown-content > div.submenu:nth-of-type(2) > div.submenu-content > button.lang-item:nth-of-type(1),innerText,,🇪🇸 ES;;;;;
.\templates\header.html,nav.site-header > div.hdr-left:nth-of-type(1) > div#mainMenu > div.dropdown-content > div.submenu:nth-of-type(2) > div.submenu-content > button.lang-item:nth-of-type(2),innerText,,🇬🇧 EN;;;;;
.\templates\header.html,nav.site-header > div.hdr-left:nth-of-type(1) > div#mainMenu > div.dropdown-content > div.submenu:nth-of-type(2) > div.submenu-content > button.lang-item:nth-of-type(3),innerText,,🇩🇪 DE;;;;;
.\templates\header.html,nav.site-header > div.hdr-left:nth-of-type(1) > div#mainMenu > div.dropdown-content > div.submenu:nth-of-type(2) > div.submenu-content > button.lang-item:nth-of-type(4),innerText,,🇫🇷 FR;;;;;
.\templates\header.html,nav.site-header > div.hdr-left:nth-of-type(1) > div#mainMenu > div.dropdown-content > div.submenu:nth-of-type(2) > div.submenu-content > button.lang-item:nth-of-type(5),innerText,,🇮🇹 IT;;;;;
.\templates\header.html,nav.site-header > div.hdr-left:nth-of-type(1) > div#mainMenu > div.dropdown-content > div.submenu:nth-of-type(2) > div.submenu-content > button.lang-item:nth-of-type(6),innerText,,🇵🇹 PT;;;;;
.\templates\header.html,nav.site-header > div.hdr-left:nth-of-type(1) > div#mainMenu > div.dropdown-content > div.submenu:nth-of-type(2) > div.submenu-content > button.lang-item:nth-of-type(7),innerText,,🇷🇺 RU;;;;;
.\templates\header.html,nav.site-header > div.hdr-center:nth-of-type(2) > span#restaurantTitle,innerText,,La Casita del Nazareno;;;;;
.\templates\header.html,nav.site-header > div.hdr-right:nth-of-type(3) > span.visitors-label:nth-of-type(1),innerText,,👥 Visitors:;;;;;
.\templates\header.html,nav.site-header > div.hdr-right:nth-of-type(3) > span#visitorCount,innerText,,—;;;;;
.\templates\header.html,nav.site-header,attr:aria-label,,Primary;;;;;
.\templates\header.html,nav.site-header > div.hdr-left:nth-of-type(1) > div#mainMenu > div.dropdown-content > a:nth-of-type(1),attr:data-i18n,nav_home,nav_home;;;;;
.\templates\header.html,nav.site-header > div.hdr-left:nth-of-type(1) > div#mainMenu > div.dropdown-content > a:nth-of-type(2),attr:data-i18n,nav_restaurant,nav_restaurant;;;;;
.\templates\header.html,nav.site-header > div.hdr-left:nth-of-type(1) > div#mainMenu > div.dropdown-content > a:nth-of-type(3),attr:data-i18n,nav_menus,nav_menus;;;;;
.\templates\header.html,nav.site-header > div.hdr-left:nth-of-type(1) > div#mainMenu > div.dropdown-content > a:nth-of-type(4),attr:data-i18n,nav_gallery,nav_gallery;;;;;
.\templates\header.html,nav.site-header > div.hdr-left:nth-of-type(1) > div#mainMenu > div.dropdown-content > div.submenu:nth-of-type(2) > button#langMenuBtn > span,attr:data-i18n,nav_languages,nav_languages;;;;;
.\templates\header.html,nav.site-header > div.hdr-left:nth-of-type(1) > div#mainMenu > div.dropdown-content > div.submenu:nth-of-type(2) > div.submenu-content > button.lang-item:nth-of-type(1),attr:aria-label,,Español;;;;;
.\templates\header.html,nav.site-header > div.hdr-left:nth-of-type(1) > div#mainMenu > div.dropdown-content > div.submenu:nth-of-type(2) > div.submenu-content > button.lang-item:nth-of-type(2),attr:aria-label,,English;;;;;
.\templates\header.html,nav.site-header > div.hdr-left:nth-of-type(1) > div#mainMenu > div.dropdown-content > div.submenu:nth-of-type(2) > div.submenu-content > button.lang-item:nth-of-type(3),attr:aria-label,,Deutsch;;;;;
.\templates\header.html,nav.site-header > div.hdr-left:nth-of-type(1) > div#mainMenu > div.dropdown-content > div.submenu:nth-of-type(2) > div.submenu-content > button.lang-item:nth-of-type(4),attr:aria-label,,Français;;;;;
.\templates\header.html,nav.site-header > div.hdr-left:nth-of-type(1) > div#mainMenu > div.dropdown-content > div.submenu:nth-of-type(2) > div.submenu-content > button.lang-item:nth-of-type(5),attr:aria-label,,Italiano;;;;;
.\templates\header.html,nav.site-header > div.hdr-left:nth-of-type(1) > div#mainMenu > div.dropdown-content > div.submenu:nth-of-type(2) > div.submenu-content > button.lang-item:nth-of-type(6),attr:aria-label,,Português;;;;;
.\templates\header.html,nav.site-header > div.hdr-left:nth-of-type(1) > div#mainMenu > div.dropdown-content > div.submenu:nth-of-type(2) > div.submenu-content > button.lang-item:nth-of-type(7),attr:aria-label,,Русский;;;;;
.\templates\header.html,nav.site-header > div.hdr-center:nth-of-type(2) > img.brand-logo,attr:alt,,Restaurant Logo;;;;;
.\templates\header.html,nav.site-header > div.hdr-center:nth-of-type(2) > span#restaurantTitle,attr:data-i18n,home_title,home_title;;;;;
.\templates\header.html,nav.site-header > div.hdr-right:nth-of-type(3) > span.visitors-label:nth-of-type(1),attr:data-i18n,visitors_label,visitors_label;;;;;
